     3	    56	    16	    11	    12	     2	     2	     1	  -100	     2	     2	  2008
     3	    61	    12	  -100	    13	     1	     5	     5	     1	     1	     1	  2008
     3	    28	    12	    16	    12	     2	     2	     1	  -100	     2	     2	  2008
     3	    64	    12	    12	    10	     2	     2	     1	  -100	     2	     2	  2008
     3	    68	    14	     6	     6	     1	     2	     1	  -100	     1	     2	  2008
     3	    35	    12	    12	    12	     2	     2	     1	  -100	     4	     3	  2008
     3	    39	    14	    12	    12	     2	     2	     1	  -100	     2	     2	  2008
     3	    47	    15	   -98	   -98	     2	     2	     1	  -100	     4	     3	  2008
     3	    46	    19	    12	   -98	     1	     2	     1	  -100	     2	     2	  2008
   -99	    50	    16	   -99	    12	     2	     2	     1	  -100	   -99	   -99	  2008
     3	    50	    16	    12	    16	     1	     2	     1	  -100	     1	     2	  2008
     3	    19	    13	  -100	    14	     2	     2	     5	     2	     1	     1	  2008
     3	    60	    11	   -98	   -98	     1	     2	     8	     5	     2	     2	  2008
     3	    51	    14	    14	    16	     2	     2	     1	  -100	     2	     2	  2008
     3	    70	    15	     0	     8	     1	     2	     1	  -100	     2	     2	  2008
  -100	    40	    13	    12	    16	     1	     2	     1	  -100	     2	     2	  2008
     3	    54	    12	  -100	    12	     1	     2	     5	     1	     4	     3	  2008
     3	    43	    16	    13	    14	     1	     2	     1	  -100	     2	     2	  2008
     3	    33	    15	    15	    12	     1	     2	     1	  -100	     1	     2	  2008
  -100	    63	    12	    10	    10	     2	     2	     1	  -100	     2	     2	  2008
  -100	    60	    13	    12	    12	     2	     2	     1	  -100	     2	     2	  2008
     3	    57	    15	  -100	    12	     1	     3	     5	     1	     1	     3	  2008
     3	    29	    16	    12	    12	     1	     2	     1	  -100	     2	     2	  2008
     2	    57	    20	    14	    14	     2	     2	     0	     5	     2	     2	  2008
     3	    48	    18	    18	    18	     2	     2	     3	     2	     1	     3	  2008
     3	    27	     8	     7	     8	     2	     0	     1	  -100	     2	     2	  2008
  -100	    89	    12	   -98	    12	     1	     2	     1	  -100	     2	     2	  2008
     3	    44	    15	    12	    12	     2	     2	     1	  -100	     1	     3	  2008
     3	    63	    12	     8	     8	     2	     2	     1	  -100	     1	     3	  2008
  -100	   -99	    12	   -98	   -98	     2	     2	     1	  -100	     2	     2	  2008
     3	    35	    19	    14	    12	     2	     2	     1	  -100	     2	     2	  2008
     3	    19	    11	  -100	    11	     1	     2	     5	     2	     2	     2	  2008
     3	    83	    12	    10	    12	     1	     2	     1	  -100	     2	     2	  2008
     3	    76	    10	   -98	   -98	     2	     2	     0	     2	     2	     2	  2008
   -99	    21	    11	  -100	     4	     1	     0	     5	     5	     4	     3	  2008
     3	    41	    18	    12	    12	     2	     2	     0	     5	     2	     2	  2008
     3	    66	    12	     5	   -98	     1	     2	     1	  -100	     2	     2	  2008
     3	    60	    12	   -98	   -98	     2	     2	     1	  -100	     2	     2	  2008
     3	    25	    18	  -100	    16	     1	     2	     5	     2	     3	     3	  2008
     3	    34	    18	     8	     8	     2	     2	     1	  -100	     3	     3	  2008
     3	    34	    16	    16	    16	     2	     2	     1	  -100	     3	     3	  2008
     3	    71	    17	    12	    12	     1	     3	     8	     2	     1	     1	  2008
     3	    56	    13	    12	    12	     1	     2	     1	  -100	     2	     2	  2008
     3	    48	    16	    18	  -100	     2	     2	     4	     1	     2	     2	  2008
     3	    27	    16	    18	    18	     1	     2	     1	  -100	     2	     2	  2008
     3	    81	    13	    16	    12	     2	     2	     1	  -100	     5	   -99	  2008
     3	    73	    18	    12	    12	     1	     2	     1	  -100	     2	     2	  2008
     3	    62	    20	     8	     7	     2	     2	     1	  -100	     1	     3	  2008
     3	    48	    16	    18	    12	     2	     1	     1	  -100	     2	     2	  2008
     3	    52	    18	    14	    12	     2	     2	     1	  -100	     1	     3	  2008
   -99	    34	    16	    16	    16	     2	     2	     1	  -100	     2	     2	  2008
     3	    27	    18	    14	    12	     1	     7	     1	  -100	     2	     2	  2008
     3	    58	    12	  -100	    12	     1	     0	     5	     1	     2	     2	  2008
     3	    24	    11	     6	     6	     1	     9	     1	  -100	     2	     2	  2008
     3	    20	    11	     6	     9	     1	     0	     1	  -100	     1	     2	  2008
  -100	    68	    12	  -100	     0	     1	     0	     7	     1	     6	   -99	  2008
  -100	    41	    12	     0	     4	     1	     9	     1	  -100	     2	     2	  2008
     3	    24	    15	    16	    15	     2	     9	     1	  -100	     1	     2	  2008
   -99	    39	    16	  -100	    10	     2	     0	     5	     1	     7	   -99	  2008
     3	    47	    12	    12	    12	     1	     9	     3	     2	     4	     3	  2008
     3	    40	    12	  -100	    14	     1	     9	     5	     1	     2	     2	  2008
     3	    47	    18	    18	    18	     2	     9	     1	  -100	     1	     3	  2008
     3	    27	    16	    14	    14	     1	     3	     1	  -100	     2	     2	  2008
     3	    61	    18	    20	    12	     1	     6	     1	  -100	     1	     2	  2008
     3	    47	    14	    14	    12	     1	     9	     1	  -100	     2	     2	  2008
     3	    23	    16	    20	    18	     2	     9	     1	  -100	     1	     1	  2008
     1	    45	    16	    16	    16	     2	     7	     1	  -100	     1	     1	  2008
     3	    33	    11	    10	    13	     2	     9	     2	     2	     2	     2	  2008
     3	    27	    14	    14	    12	     2	     9	     2	     2	     2	     2	  2008
     3	    18	    15	    13	    12	     1	     6	     3	     1	     1	     2	  2008
     3	    61	    12	    12	    12	     1	     9	     1	  -100	     4	     3	  2008
  -100	    79	    14	     7	     7	     1	     9	     1	  -100	     2	     2	  2008
     3	    36	    13	    12	  -100	     2	     9	     4	     2	     3	     3	  2008
     3	    30	    16	    16	    16	     2	     9	     1	  -100	     2	     2	  2008
     3	    60	    14	  -100	    12	     1	     9	     5	     2	     3	     3	  2008
     3	    46	    12	     6	  -100	     2	     3	     4	     2	     1	     1	  2008
     3	    37	     9	   -98	     3	     2	     0	     3	     2	     2	     2	  2008
     3	    28	    13	    14	    14	     1	     9	     8	     5	     2	     2	  2008
     3	    22	    12	  -100	     3	     2	     0	     7	     5	     2	     2	  2008
     3	    47	    13	  -100	     6	     2	     9	     5	     1	     2	     2	  2008
     3	    34	     6	  -100	    12	     2	     0	     5	     2	     2	     2	  2008
     3	    20	    15	  -100	    16	     2	     9	     5	     1	     4	     3	  2008
     3	    63	    11	   -98	   -98	     2	     2	     3	     2	     1	     3	  2008
     3	    47	    12	     3	     3	     2	     0	     8	     2	     2	     2	  2008
     3	    25	    12	   -98	   -98	     1	     0	     1	  -100	     4	     3	  2008
   -99	    21	    10	     6	    12	     1	     9	     1	  -100	     2	     2	  2008
     3	    40	     6	     3	     3	     1	     0	     1	  -100	     2	     2	  2008
     3	    20	    14	    14	    14	     1	     9	     1	  -100	     2	     2	  2008
     3	    49	     9	     0	     5	     2	     0	     1	  -100	     2	     2	  2008
     3	    50	     3	  -100	     1	     1	     0	     5	     2	     2	     2	  2008
     3	    24	    16	     0	  -100	     1	     9	     4	     1	     2	     2	  2008
     3	    69	    14	   -98	   -98	     1	     0	     1	  -100	     2	     2	  2008
     3	    57	    14	    12	    12	     1	     6	     1	  -100	     1	     1	  2008
     3	    74	     0	     9	     0	     2	     0	     1	  -100	     2	     2	  2008
     3	    25	    16	    19	    17	     2	     9	     1	  -100	     1	     3	  2008
     3	    27	    15	  -100	    16	     2	     9	     5	     2	     2	     2	  2008
     3	    31	    12	   -98	     6	     2	     0	     1	  -100	     2	     2	  2008
     3	    69	     9	     0	     5	     2	     3	     1	  -100	     2	     2	  2008
     3	   -99	    17	    12	    12	     1	     9	     1	  -100	     1	     3	  2008
     3	    60	    14	  -100	    14	     1	     9	     5	     2	     1	     1	  2008
     3	    20	    12	     0	     8	     2	     9	     1	  -100	     4	     3	  2008
     3	    30	    13	  -100	     0	     1	     9	     5	     2	     2	     2	  2008
     1	    50	    18	  -100	    12	     1	     9	     5	     5	     1	     1	  2008
     3	    69	    16	  -100	    12	     2	     0	     5	     1	     1	     2	  2008
     2	    53	    19	    18	  -100	     1	     9	     4	     2	     1	     3	  2008
     3	    46	    19	    16	    13	     2	     3	     1	  -100	     1	     1	  2008
     3	    26	    13	    12	     9	     1	     9	     1	  -100	    11	     2	  2008
     3	    27	    14	  -100	    12	     2	     9	     5	     2	     2	     2	  2008
     3	    40	    13	    14	    14	     2	     9	     1	  -100	     4	     3	  2008
     3	    56	    13	    11	     6	     2	     3	     1	  -100	     2	     2	  2008
     3	    37	    13	     6	     6	     1	     9	     1	  -100	     2	     2	  2008
  -100	    69	     0	     0	     1	     2	     0	     1	  -100	     2	     2	  2008
     3	    50	    15	    14	    12	     1	     9	     1	  -100	     1	     1	  2008
  -100	    37	    16	  -100	    15	     2	     0	     5	     2	     1	     3	  2008
  -100	    53	    18	    18	    16	     1	     9	     1	  -100	     3	     3	  2008
     3	    51	    16	    11	     9	     1	     8	     1	  -100	     4	     3	  2008
     3	    43	    14	    12	     8	     1	     9	     1	  -100	     4	     3	  2008
     3	    49	    15	    12	    12	     2	     9	     1	  -100	     2	     2	  2008
     3	    55	    16	    12	    16	     2	     0	     1	  -100	     1	     3	  2008
     3	    29	    16	    16	    14	     2	     9	     1	  -100	     1	     1	  2008
     2	    31	    16	    16	    13	     1	     5	     3	     2	     1	     3	  2008
     3	    59	     6	     6	    14	     2	     0	     1	  -100	     2	     2	  2008
     3	    67	    13	   -98	   -98	     2	     6	     1	  -100	     1	     1	  2008
     3	    41	    16	    14	    14	     2	     3	     1	  -100	     1	     1	  2008
     3	    87	    14	    12	     8	     2	     3	     1	  -100	     1	     3	  2008
     3	    47	    12	     6	    10	     2	     3	     1	  -100	     1	     1	  2008
     3	    71	    11	     8	  -100	     2	     3	     4	     2	     1	     1	  2008
     3	    62	    12	    12	    12	     2	     3	     1	  -100	     1	     2	  2008
     3	    25	    11	  -100	    12	     2	     3	     5	     2	     1	     1	  2008
     3	    33	    12	   -98	   -98	     2	     0	     8	     5	     4	     3	  2008
     3	    54	     9	     0	     0	     1	     0	     1	  -100	     2	     2	  2008
     3	    54	    16	    13	    12	     2	     3	     1	  -100	     1	     3	  2008
     3	    45	     9	     0	     6	     2	     3	     8	     5	     2	     2	  2008
     2	    23	     8	     3	     3	     1	     0	     1	  -100	     2	     2	  2008
     3	    20	    13	     2	    12	     2	     3	     1	  -100	     2	     2	  2008
     3	    34	     9	    12	     6	     2	     0	     1	  -100	     2	     2	  2008
     3	    69	    12	  -100	    12	     1	     6	     5	     1	     1	     1	  2008
     3	    57	    11	     5	    10	     1	     6	     1	  -100	     1	     1	  2008
     3	    29	    20	  -100	    14	     2	     3	     5	     1	     2	     2	  2008
     3	    33	    16	    12	    18	     2	     3	     1	  -100	     2	     2	  2008
     3	    83	    17	  -100	    12	     2	     2	     5	     1	     1	     3	  2008
     3	    37	    19	    16	    10	     1	     3	     1	  -100	    10	     3	  2008
  -100	    20	    13	    14	    12	     2	     3	     1	  -100	     2	     2	  2008
     3	    59	    14	    16	    12	     1	     3	     1	  -100	     2	     2	  2008
     3	    73	    12	     8	     8	     2	     3	     1	  -100	     1	     1	  2008
     3	    53	    16	    12	    12	     2	     3	     1	  -100	     2	     2	  2008
  -100	    36	    16	    16	    14	     2	     3	     1	  -100	     1	     2	  2008
     3	    56	    12	   -98	   -98	     1	     3	     0	     2	     2	     2	  2008
     3	    43	    12	    14	    12	     1	     3	     1	  -100	     2	     2	  2008
     3	    55	    19	    10	    12	     1	     4	     1	  -100	     1	     1	  2008
     1	    60	    14	     6	     6	     1	     3	     1	  -100	   -98	   -99	  2008
     3	    66	    12	   -98	     0	     1	     3	     1	  -100	    10	     3	  2008
     3	    36	    11	    12	    12	     1	     3	     1	  -100	     1	     3	  2008
  -100	    89	     4	  -100	   -98	     2	     0	     5	     1	     2	     2	  2008
     3	    40	    14	    12	     8	     1	     3	     1	  -100	     2	     2	  2008
     3	    69	    16	    16	   -98	     2	     3	     1	  -100	     2	     2	  2008
     3	    70	    12	    14	    12	     2	     3	     1	  -100	     2	     2	  2008
  -100	    80	    14	   -98	   -98	     1	     9	     1	  -100	     1	     3	  2008
     3	    45	    15	    14	    12	     1	     3	     1	  -100	     1	     3	  2008
     3	    27	    14	    12	    12	     2	     3	     3	     2	     4	     3	  2008
     3	    57	     8	    14	    12	     1	     3	     1	  -100	     1	     3	  2008
     3	    55	    14	  -100	    12	     2	     3	     5	     2	     1	     1	  2008
     3	    54	    12	     8	     8	     1	     3	     1	  -100	     1	     2	  2008
     3	    63	    12	     5	    12	     1	     3	     1	  -100	     2	     2	  2008
     3	    60	    12	     8	   -98	     2	     3	     1	  -100	     4	     3	  2008
     3	    87	     8	  -100	   -98	     1	     3	     7	   -98	     1	     1	  2008
     3	    54	    12	   -98	    12	     2	     3	     1	  -100	     1	     1	  2008
     3	    49	    14	    13	    14	     1	     3	     1	  -100	     1	     1	  2008
     3	    66	    16	     8	    12	     1	     3	     1	  -100	     1	     2	  2008
     2	    29	    12	  -100	    16	     2	     3	     5	     2	     1	     1	  2008
     3	    57	    12	    12	    12	     2	     3	     1	  -100	     1	     1	  2008
     3	    37	    15	  -100	    13	     1	     3	     5	     2	     4	     3	  2008
     3	    35	    12	    12	    12	     1	     3	     1	  -100	     1	     1	  2008
     3	    45	    10	  -100	     9	     1	     3	     5	     2	     2	     2	  2008
     3	    50	    11	  -100	     7	     1	     3	     5	     1	     1	     2	  2008
     3	    79	    12	  -100	     0	     1	     3	     5	     1	     2	     2	  2008
     3	    87	    13	  -100	     8	     2	     8	     5	     2	     4	     3	  2008
     3	    47	    13	    12	    12	     1	     9	     1	  -100	     1	     2	  2008
     3	    63	    12	    10	    15	     1	     9	     1	  -100	     1	     2	  2008
     1	    48	    16	    12	    12	     1	     3	     1	  -100	     4	     3	  2008
     3	    42	    16	    16	    12	     1	     0	     1	  -100	     4	     3	  2008
     3	    37	    13	    12	    12	     1	     9	     1	  -100	     1	     1	  2008
     3	    39	    16	    16	    15	     2	     0	     1	  -100	     6	   -99	  2008
     3	    49	    12	  -100	    14	     1	     9	     5	     2	     1	     2	  2008
     3	    33	    13	  -100	    16	     1	     9	     5	     2	     2	     2	  2008
     3	    43	    16	   -98	   -98	     1	     9	     1	  -100	     4	     3	  2008
  -100	   -99	    14	   -98	     3	     1	     0	     1	  -100	     2	     2	  2008
  -100	    77	   -98	  -100	     0	     2	     0	     5	     2	     2	     2	  2008
  -100	    47	    13	    18	    16	     2	     4	     1	  -100	     1	     1	  2008
  -100	    47	    12	    12	    12	     1	     9	     1	  -100	     1	     1	  2008
     3	    26	     6	     3	     0	     1	     0	     1	  -100	     2	     2	  2008
     3	    46	    12	   -98	   -98	     1	     9	     0	     5	     4	     3	  2008
     3	    55	    10	    14	   -98	     2	     9	     0	     5	     1	     1	  2008
     3	    50	    14	    12	    14	     2	     9	     1	  -100	     1	     2	  2008
     3	    39	    16	    12	    13	     1	     9	     1	  -100	     1	     2	  2008
     3	    58	    18	    19	    12	     1	     9	     1	  -100	     1	     3	  2008
     3	    74	    18	    10	    12	     2	     9	     1	  -100	     1	     2	  2008
  -100	    41	    17	    19	     6	     1	     0	     1	  -100	     2	     2	  2008
     3	    19	    13	    15	    18	     1	     9	     1	  -100	     2	     2	  2008
  -100	    36	    16	    16	    12	     1	     9	     1	  -100	     2	     2	  2008
  -100	    27	    11	     0	     0	     2	     9	     1	  -100	     2	     2	  2008
     3	    28	     6	     6	     6	     1	     0	     1	  -100	     2	     2	  2008
     3	    22	    13	  -100	    11	     2	     9	     5	     2	     2	     2	  2008
     3	    39	    15	    12	    10	     1	     0	     1	  -100	     7	   -99	  2008
     3	    44	    12	    16	    12	     2	     9	     1	  -100	    11	     2	  2008
     3	    39	    14	    12	    12	     2	     9	     1	  -100	     2	     2	  2008
  -100	    30	    16	    16	    14	     2	     8	     1	  -100	     1	     2	  2008
     3	    46	    14	    12	  -100	     1	     9	     4	     1	     1	     3	  2008
     3	   -99	    16	     8	     8	     2	     0	     1	  -100	     2	     2	  2008
     3	    33	    20	    16	  -100	     2	     0	     0	     5	     3	     3	  2008
  -100	    61	    20	    20	    16	     1	     3	     1	  -100	     1	     3	  2008
     3	    20	    14	  -100	   -99	     1	     9	     5	     5	     6	   -99	  2008
     1	    29	    11	    12	    12	     2	     3	     0	     5	     2	     2	  2008
     3	    20	    13	  -100	    16	     1	     9	     5	     2	     2	     2	  2008
     3	    27	     9	    12	     6	     2	     9	     1	  -100	     2	     2	  2008
     3	    40	    14	     8	  -100	     1	     0	     4	     1	     2	     2	  2008
     3	    18	    12	    16	    14	     2	     9	     1	  -100	     1	     1	  2008
     3	    53	    14	    12	    12	     1	     9	     1	  -100	     2	     2	  2008
     3	    44	     6	     0	     4	     1	     0	     1	  -100	     2	     2	  2008
     3	    30	    12	    14	    16	     1	     9	     1	  -100	     4	     3	  2008
     3	    52	     4	     0	     0	     2	     0	     1	  -100	     2	     2	  2008
     3	    36	    14	    14	     3	     2	     9	     1	  -100	     2	     2	  2008
     3	    33	    14	  -100	    12	     1	     9	     5	     2	     4	     3	  2008
     3	    44	    14	    14	    12	     2	     9	     1	  -100	     3	     3	  2008
     3	    78	     8	  -100	  -100	     2	     9	     0	     5	     4	     3	  2008
     3	    47	    14	    14	    12	     1	     9	     1	  -100	     1	     1	  2008
     3	    42	    14	  -100	    12	     1	     2	     5	     2	     2	     2	  2008
     3	    32	    16	     8	    14	     1	     9	     1	  -100	     2	     2	  2008
     3	    35	    10	    12	    10	     2	     9	     3	     2	     1	     2	  2008
     1	    63	    13	    12	    12	     1	     9	     1	  -100	     3	     3	  2008
     3	    36	    14	    14	    12	     2	     2	     1	  -100	     1	     1	  2008
     2	    26	    11	  -100	    10	     2	     2	     7	     5	     1	     1	  2008
     3	    32	    14	    12	    10	     2	     2	     1	  -100	     4	     3	  2008
     3	    71	    14	     6	     8	     1	     5	     1	  -100	     1	     2	  2008
     1	    19	    11	    16	    12	     2	     2	     3	     2	     1	     1	  2008
     3	    52	    14	     6	    16	     2	     2	     1	  -100	   -99	   -99	  2008
     1	    36	    14	  -100	    14	     2	     2	     5	     1	     2	     2	  2008
     3	    57	    12	    12	    12	     2	     2	     3	     2	     1	     1	  2008
     1	    24	    11	    12	    12	     2	     2	     1	  -100	    11	     2	  2008
     3	    42	    13	  -100	    18	     2	     2	     5	     1	     1	     2	  2008
     3	    28	    12	   -98	    12	     2	     2	     1	  -100	     2	     2	  2008
     3	    19	    13	    12	  -100	     1	     2	     4	     2	     2	     2	  2008
     3	    46	    16	    12	    16	     1	     2	     1	  -100	     4	     3	  2008
     3	    43	    18	     9	    10	     2	     2	     1	  -100	     1	     1	  2008
     3	    75	    14	     6	     6	     1	     0	     1	  -100	     2	     2	  2008
     3	    40	    14	  -100	    11	     2	     5	     5	     2	     1	     1	  2008
     3	    38	     4	   -98	     0	     2	     0	     1	  -100	     2	     2	  2008
     3	    63	    12	   -98	     6	     2	     2	     1	  -100	     1	     3	  2008
     3	    79	    12	   -98	     7	     2	     2	     1	  -100	     2	     2	  2008
     3	    40	    16	    20	  -100	     2	     5	     4	     2	     9	   -99	  2008
     3	    49	    20	    12	    12	     2	     2	     1	  -100	     2	     2	  2008
  -100	    72	    13	   -98	  -100	     1	     2	     6	     5	     2	     2	  2008
     3	    38	    11	  -100	     8	     1	     0	     5	     1	     7	   -99	  2008
     3	    23	    13	    16	    16	     2	     2	     1	  -100	     2	     2	  2008
     3	    50	    16	  -100	    18	     2	     2	     5	     2	     1	     3	  2008
     3	    89	    17	    12	    12	     1	     1	     1	  -100	     1	     3	  2008
     3	    48	    15	  -100	    10	     2	     2	     5	     2	     1	     1	  2008
  -100	    71	    16	     4	     4	     2	     0	     1	  -100	    10	     3	  2008
     3	    19	    12	    11	  -100	     2	     2	     4	     1	    11	     2	  2008
     3	    30	    13	  -100	     1	     2	     2	     7	     4	     2	     2	  2008
     3	    55	    12	   -98	   -98	     1	     2	     1	  -100	     1	     1	  2008
     3	    62	     6	   -98	  -100	     2	     2	     6	     1	     1	     1	  2008
     3	    43	     4	     0	     0	     2	     0	     1	  -100	     2	     2	  2008
     3	    66	    16	  -100	    12	     1	     2	     5	     2	     2	     2	  2008
     3	    56	    16	    12	    16	     1	     0	     1	  -100	     2	     2	  2008
     3	    56	    18	    15	    16	     1	     2	     1	  -100	     3	     3	  2008
     3	    78	    12	    12	     6	     2	     2	     1	  -100	     3	     3	  2008
  -100	    89	    12	     9	    12	     2	     1	     1	  -100	     1	     3	  2008
     3	    51	    16	    12	    12	     1	     0	     1	  -100	     1	     3	  2008
     3	    52	    18	    17	    16	     2	     2	     1	  -100	     2	     2	  2008
     3	    40	    14	     8	     6	     2	     2	     1	  -100	     1	     1	  2008
     3	    57	    10	  -100	   -98	     1	     5	     5	     2	     1	     1	  2008
     3	    61	    11	     4	     5	     2	     5	     8	     5	     1	     1	  2008
     3	    25	    14	  -100	   -98	     2	     5	     7	     1	     1	     1	  2008
     3	    44	    10	  -100	     0	     2	     0	     7	     5	     2	     2	  2008
     3	    21	    13	    12	    13	     1	     2	     3	     2	    11	     2	  2008
     3	    66	    17	  -100	    10	     1	     1	     5	     2	     2	     2	  2008
     1	    50	    12	  -100	     8	     1	     3	     5	     2	     1	     1	  2008
     3	    45	    14	    16	    16	     2	     2	     1	  -100	     1	     2	  2008
     3	    52	    13	     0	     0	     2	     0	     1	  -100	     2	     2	  2008
     3	    45	    16	    12	    12	     1	     0	     1	  -100	     5	   -99	  2008
     3	    24	    12	     6	    17	     1	     5	     1	  -100	     2	     2	  2008
     3	    70	     6	     6	     6	     1	     0	     1	  -100	     4	     3	  2008
     3	    72	     3	  -100	     0	     2	     0	     5	     1	     2	     2	  2008
     3	    28	    12	  -100	   -98	     2	     5	     7	     1	     2	     2	  2008
     3	    25	    11	    10	    12	     2	     5	     1	  -100	     2	     2	  2008
     3	    58	    14	   -98	   -98	     1	     2	     1	  -100	     2	     2	  2008
     3	    62	    15	    12	    12	     1	     3	     1	  -100	     2	     2	  2008
     3	    60	    15	    12	    12	     2	     0	     1	  -100	     2	     2	  2008
     3	    49	    14	     6	    12	     1	     2	     1	  -100	     2	     2	  2008
     3	    47	    14	    13	    13	     2	     5	     1	  -100	     1	     1	  2008
     2	    34	     8	     0	     0	     2	     0	     1	  -100	     2	     2	  2008
     1	    31	    12	   -98	   -98	     2	     5	     1	  -100	     1	     1	  2008
